"slug","name","country","action","reason","new_slug","eligible_languages"
"wypr-881-fm","WYPR 88.1 FM","The United States Of America","slug-rewrite","old=wypr-881-fm → new=wypr-88-1-fm","wypr-88-1-fm","en|es"
"wuwm-897-milwaukees-npr","WUWM 89.7 Milwaukee's NPR","The United States Of America","slug-rewrite+mark-noindex","old=wuwm-897-milwaukees-npr → new=wuwm-89-7-milwaukee-s-npr-1 ; junk:duplicate-of:wuwm-89-7-milwaukee-s-npr","wuwm-89-7-milwaukee-s-npr-1","en|es"
"wwoz-907-new-orleans-la","WWOZ 90.7 New Orleans, LA","The United States Of America","slug-rewrite","old=wwoz-907-new-orleans-la → new=wwoz-90-7-new-orleans-la","wwoz-90-7-new-orleans-la","en|es"
"xeb-la-b-grande-de-mexico-1220-am-945-hd2-con-la-msica-de-mxico-imer","XEB La B grande de Mexico 1220 AM / 94.5 HD2 'Con la Música de México' IMER","Mexico","slug-rewrite","old=xeb-la-b-grande-de-mexico-1220-am-945-hd2-con-la-msica-de-mxico-imer → new=xeb-la-b-grande-de-mexico-1220-am-94-5-hd2-con-la-musica-de-mexico-imer","xeb-la-b-grande-de-mexico-1220-am-94-5-hd2-con-la-musica-de-mexico-imer","en|es"
"xeu-veracruz-981-fm-xhu-fm-grupo-pazos-radio-veracruz-ve-1","XEU (Veracruz) - 98.1 FM - XHU-FM - Grupo Pazos Radio - Veracruz, VE","Mexico","slug-rewrite+mark-noindex","old=xeu-veracruz-981-fm-xhu-fm-grupo-pazos-radio-veracruz-ve-1 → new=xeu-veracruz-98-1-fm-xhu-fm-grupo-pazos-radio-veracruz-ve-1 ; junk:duplicate-of:xeu-veracruz-98-1-fm-xhu-fm-grupo-pazos-radio-veracruz-ve","xeu-veracruz-98-1-fm-xhu-fm-grupo-pazos-radio-veracruz-ve-1","en|es"
"wxxq-q985-fm-rockford-il","WXXQ Q98.5 FM - Rockford, IL","The United States Of America","slug-rewrite","old=wxxq-q985-fm-rockford-il → new=wxxq-q98-5-fm-rockford-il","wxxq-q98-5-fm-rockford-il","en|es"
"wvyc-881-the-voice-of-york-college-pa","WVYC 88.1 - The Voice Of York College PA","The United States Of America","slug-rewrite","old=wvyc-881-the-voice-of-york-college-pa → new=wvyc-88-1-the-voice-of-york-college-pa","wvyc-88-1-the-voice-of-york-college-pa","en|es"
"xeu-981-veracruz-981-fm-xhu-fm-grupo-pazos-radio-veracruz-veracruz-1","XEU 98.1 (Veracruz) - 98.1 FM - XHU-FM - Grupo Pazos Radio - Veracruz, Veracruz","Mexico","slug-rewrite+mark-noindex","old=xeu-981-veracruz-981-fm-xhu-fm-grupo-pazos-radio-veracruz-veracruz-1 → new=xeu-98-1-veracruz-98-1-fm-xhu-fm-grupo-pazos-radio-veracruz-veracruz-1 ; junk:duplicate-of:xeu-98-1-veracruz-98-1-fm-xhu-fm-grupo-pazos-radio-veracruz-veracruz","xeu-98-1-veracruz-98-1-fm-xhu-fm-grupo-pazos-radio-veracruz-veracruz-1","en|es"
"xhpi-fm-amor-931-guadalajara-ja","XHPI-FM 'Amor 93.1' Guadalajara, JA","Mexico","slug-rewrite","old=xhpi-fm-amor-931-guadalajara-ja → new=xhpi-fm-amor-93-1-guadalajara-ja","xhpi-fm-amor-93-1-guadalajara-ja","en|es"
"wxl39-162400-weather-radio","WXL39 162.400 Weather Radio","The United States Of America","slug-rewrite","old=wxl39-162400-weather-radio → new=wxl39-162-400-weather-radio","wxl39-162-400-weather-radio","en|es"
"xeva-villahermosa-917-fm-xhva-fm-grupo-pazos-villahermosa-tabasco","XEVA (Villahermosa) - 91.7 FM - XHVA-FM - Grupo Pazos - Villahermosa, Tabasco","Mexico","slug-rewrite","old=xeva-villahermosa-917-fm-xhva-fm-grupo-pazos-villahermosa-tabasco → new=xeva-villahermosa-91-7-fm-xhva-fm-grupo-pazos-villahermosa-tabasco","xeva-villahermosa-91-7-fm-xhva-fm-grupo-pazos-villahermosa-tabasco","en|es"
"wzeb-power-1017","WZEB Power 101.7","The United States Of America","slug-rewrite","old=wzeb-power-1017 → new=wzeb-power-101-7","wzeb-power-101-7","en|es"
"xfm-san-francisco-1","XFM San Francisco","The Philippines","slug-rewrite+mark-noindex","old=xfm-san-francisco-1 → new=xfm-san-francisco-1 ; junk:duplicate-of:xfm-san-francisco","xfm-san-francisco-1","en"
"xhmore-more-fm-989-fm-tijuana-bc","XHMORE 'More FM' 98.9 FM Tijuana, BC","Mexico","slug-rewrite","old=xhmore-more-fm-989-fm-tijuana-bc → new=xhmore-more-fm-98-9-fm-tijuana-bc","xhmore-more-fm-98-9-fm-tijuana-bc","en|es"
"xhrj-fm-amor-925-toluca-mx","XHRJ-FM 'Amor 92.5' Toluca, MX","Mexico","slug-rewrite","old=xhrj-fm-amor-925-toluca-mx → new=xhrj-fm-amor-92-5-toluca-mx","xhrj-fm-amor-92-5-toluca-mx","en|es"
"yes-the-best-cauayan-1","Yes The Best Cauayan","The Philippines","slug-rewrite+mark-noindex","old=yes-the-best-cauayan-1 → new=yes-the-best-cauayan-1 ; junk:duplicate-of:yes-the-best-cauayan","yes-the-best-cauayan-1","en"
"xfm-1049-santiago-isabela","XFM 104.9 SANTIAGO ISABELA","The Philippines","slug-rewrite","old=xfm-1049-santiago-isabela → new=xfm-104-9-santiago-isabela","xfm-104-9-santiago-isabela","en"
"wvpe-hd1-881-npr-south-bend-in-new-aac-stream","WVPE-HD1 88.1 - NPR South Bend, IN (New AAC+ Stream)","The United States Of America","slug-rewrite","old=wvpe-hd1-881-npr-south-bend-in-new-aac-stream → new=wvpe-hd1-88-1-npr-south-bend-in-new-aac-stream","wvpe-hd1-88-1-npr-south-bend-in-new-aac-stream","en|es"
"wvos-1240-959-fm","WVOS 1240 & 95.9 FM","The United States Of America","slug-rewrite","old=wvos-1240-959-fm → new=wvos-1240-95-9-fm","wvos-1240-95-9-fm","en|es"
"wvxu-917-cincinnati-ohio","WVXU 91.7 Cincinnati ohio","The United States Of America","slug-rewrite","old=wvxu-917-cincinnati-ohio → new=wvxu-91-7-cincinnati-ohio","wvxu-91-7-cincinnati-ohio","en|es"
"xeu-la-u-de-veracruz-981-fm-xhu-fm-grupo-pazos-veracruz-ve","XEU La 'U' de Veracruz - 98.1 FM - XHU-FM - Grupo Pazos - Veracruz, VE","Mexico","slug-rewrite","old=xeu-la-u-de-veracruz-981-fm-xhu-fm-grupo-pazos-veracruz-ve → new=xeu-la-u-de-veracruz-98-1-fm-xhu-fm-grupo-pazos-veracruz-ve","xeu-la-u-de-veracruz-98-1-fm-xhu-fm-grupo-pazos-veracruz-ve","en|es"
"x-radio-5","X Radio","Ukraine","slug-rewrite+mark-noindex","old=x-radio-5 → new=x-radio-4 ; junk:duplicate-of:x-radio","x-radio-4","en|uk|ru"
"xn-radio-1","XN Radio","Unknown","slug-rewrite+mark-noindex","old=xn-radio-1 → new=xn-radio-1 ; junk:duplicate-of:xn-radio","xn-radio-1","en|es"
"xroma-1058","XROMA 105.8","Greece","slug-rewrite","old=xroma-1058 → new=xroma-105-8","xroma-105-8","en|el"
"yellowtealpurple-2","YellowTealPurple","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=yellowtealpurple-2 → new=yellowtealpurple","yellowtealpurple","en"
"wvpe-881-elkhardt-in","WVPE 88.1 Elkhardt, IN","The United States Of America","slug-rewrite","old=wvpe-881-elkhardt-in → new=wvpe-88-1-elkhardt-in","wvpe-88-1-elkhardt-in","en|es"
"x-radio-913-1","X-Radio 91.3","The United States Of America","slug-rewrite+mark-noindex","old=x-radio-913-1 → new=x-radio-91-3-1 ; junk:duplicate-of:x-radio-91-3","x-radio-91-3-1","en|es"
"wutc-hd1-881-npr-chattanooga-tn-new-stream","WUTC-HD1 88.1 - NPR Chattanooga, TN (New Stream)","The United States Of America","slug-rewrite","old=wutc-hd1-881-npr-chattanooga-tn-new-stream → new=wutc-hd1-88-1-npr-chattanooga-tn-new-stream","wutc-hd1-88-1-npr-chattanooga-tn-new-stream","en|es"
"wvnr-viva-nostalgia-radiocom-lewiston-ny","WVNR Viva Nostalgia Radio.com - Lewiston, NY","The United States Of America","slug-rewrite","old=wvnr-viva-nostalgia-radiocom-lewiston-ny → new=wvnr-viva-nostalgia-radio-com-lewiston-ny","wvnr-viva-nostalgia-radio-com-lewiston-ny","en|es"
"wwtn-super-talk-997-hendersonville-tn","WWTN 'Super Talk 99.7' Hendersonville, TN","The United States Of America","slug-rewrite","old=wwtn-super-talk-997-hendersonville-tn → new=wwtn-super-talk-99-7-hendersonville-tn","wwtn-super-talk-99-7-hendersonville-tn","en|es"
"x1043-philipsburg","X104.3 Philipsburg","The Netherlands","slug-rewrite","old=x1043-philipsburg → new=x104-3-philipsburg","x104-3-philipsburg","en|nl"
"wvps-1079-vermont-public-radio-burlington-vt","WVPS 107.9 'Vermont Public Radio' Burlington, VT","The United States Of America","slug-rewrite","old=wvps-1079-vermont-public-radio-burlington-vt → new=wvps-107-9-vermont-public-radio-burlington-vt","wvps-107-9-vermont-public-radio-burlington-vt","en|es"
"wxpr-917-rhinelander-wi","WXPR 91.7 Rhinelander, WI","The United States Of America","slug-rewrite","old=wxpr-917-rhinelander-wi → new=wxpr-91-7-rhinelander-wi","wxpr-91-7-rhinelander-wi","en|es"
"wyde-925-fm-1260-am","WYDE 92.5 FM 1260 AM","The United States Of America","slug-rewrite","old=wyde-925-fm-1260-am → new=wyde-92-5-fm-1260-am","wyde-92-5-fm-1260-am","en|es"
"y-fm-2","Y FM","Sri Lanka","slug-rewrite+mark-noindex","old=y-fm-2 → new=y-fm-2 ; junk:duplicate-of:y-fm","y-fm-2","en|ta"
"yes-fm-dagupan-1","Yes FM Dagupan","The Philippines","slug-rewrite+mark-noindex","old=yes-fm-dagupan-1 → new=yes-fm-dagupan-1 ; junk:duplicate-of:yes-fm-dagupan","yes-fm-dagupan-1","en"
"yle-vega-boland-1","Yle Vega Åboland","Finland","slug-rewrite","old=yle-vega-boland-1 → new=yle-vega-aboland","yle-vega-aboland","en|fi|sv"
"wvia-899-scranton-pa","WVIA 89.9 Scranton, PA","The United States Of America","slug-rewrite","old=wvia-899-scranton-pa → new=wvia-89-9-scranton-pa","wvia-89-9-scranton-pa","en|es"
"x-949-reno","X 94.9 Reno","The United States Of America","slug-rewrite","old=x-949-reno → new=x-94-9-reno","x-94-9-reno","en|es"
"wzml-929-fm","WZML 92.9 FM","The United States Of America","slug-rewrite","old=wzml-929-fm → new=wzml-92-9-fm","wzml-92-9-fm","en|es"
"x1039","X103.9","The United States Of America","slug-rewrite","old=x1039 → new=x103-9","x103-9","en|es"
"wzvn-1071-fm-z107-lowell-in","WZVN 107.1 FM - Z107 - Lowell, IN","The United States Of America","slug-rewrite","old=wzvn-1071-fm-z107-lowell-in → new=wzvn-107-1-fm-z107-lowell-in","wzvn-107-1-fm-z107-lowell-in","en|es"
"xfm-iloilo-1","XFM ILOILO","The Philippines","slug-rewrite+mark-noindex","old=xfm-iloilo-1 → new=xfm-iloilo-1 ; junk:duplicate-of:xfm-iloilo","xfm-iloilo-1","en"
"wwov-1011-fm-1","WWOV 101.1 FM","The United States Of America","slug-rewrite","old=wwov-1011-fm-1 → new=wwov-101-1-fm","wwov-101-1-fm","en|es"
"wzrc","WZRC 纽约华语广播粤语台","The United States Of America","slug-rewrite","old=wzrc → new=wzrc-niu-yue-hua-yu-guang-bo-yue-yu-tai","wzrc-niu-yue-hua-yu-guang-bo-yue-yu-tai","en|es"
"wxpm-985-fm-1","WXPM 98.5 FM","The United States Of America","slug-rewrite","old=wxpm-985-fm-1 → new=wxpm-98-5-fm","wxpm-98-5-fm","en|es"
"xfm-1017-bukidnon","XFM 101.7 BUKIDNON","The Philippines","slug-rewrite","old=xfm-1017-bukidnon → new=xfm-101-7-bukidnon","xfm-101-7-bukidnon","en"
"wvbi-lp-1001-beaver-island-mi","WVBI-LP 100.1 Beaver Island, MI","The United States Of America","slug-rewrite","old=wvbi-lp-1001-beaver-island-mi → new=wvbi-lp-100-1-beaver-island-mi","wvbi-lp-100-1-beaver-island-mi","en|es"
"wvtf-music-1","WVTF Music","The United States Of America","slug-rewrite+mark-noindex","old=wvtf-music-1 → new=wvtf-music-1 ; junk:duplicate-of:wvtf-music","wvtf-music-1","en|es"
"wvvv-v969-1","WVVV V96.9","The United States Of America","slug-rewrite+mark-noindex","old=wvvv-v969-1 → new=wvvv-v96-9-2 ; junk:duplicate-of:wvvv-v96-9","wvvv-v96-9-2","en|es"
"xexpuj-am-la-voz-del-corazn-de-la-selva","XEXPUJ-AM La Voz del Corazón de la Selva","Mexico","slug-rewrite","old=xexpuj-am-la-voz-del-corazn-de-la-selva → new=xexpuj-am-la-voz-del-corazon-de-la-selva","xexpuj-am-la-voz-del-corazon-de-la-selva","en|es"
"wvpb-885-west-virginia-public-broadcasting-charleston-wv","WVPB 88.5 'West Virginia Public Broadcasting' - Charleston, WV","The United States Of America","slug-rewrite","old=wvpb-885-west-virginia-public-broadcasting-charleston-wv → new=wvpb-88-5-west-virginia-public-broadcasting-charleston-wv","wvpb-88-5-west-virginia-public-broadcasting-charleston-wv","en|es"
"wxpn-885-philadelphia-pa","WXPN 88.5 Philadelphia, PA","The United States Of America","slug-rewrite","old=wxpn-885-philadelphia-pa → new=wxpn-88-5-philadelphia-pa","wxpn-88-5-philadelphia-pa","en|es"
"wvud-913-university-of-delaware-newark-de","WVUD 91.3 University of Delaware - Newark, DE","The United States Of America","slug-rewrite","old=wvud-913-university-of-delaware-newark-de → new=wvud-91-3-university-of-delaware-newark-de","wvud-91-3-university-of-delaware-newark-de","en|es"
"wvpe-hd2-881-npr-news-new-aac-stream","WVPE-HD2 88.1: NPR News (New AAC+ Stream)","The United States Of America","slug-rewrite","old=wvpe-hd2-881-npr-news-new-aac-stream → new=wvpe-hd2-88-1-npr-news-new-aac-stream","wvpe-hd2-88-1-npr-news-new-aac-stream","en|es"
"wzum-pittsburgh-jazz-channel-2","WZUM Pittsburgh Jazz Channel","The United States Of America","slug-rewrite+mark-noindex","old=wzum-pittsburgh-jazz-channel-2 → new=wzum-pittsburgh-jazz-channel-2 ; junk:duplicate-of:wzum-pittsburgh-jazz-channel","wzum-pittsburgh-jazz-channel-2","en|es"
"xanthi-dee-jay-946","Xanthi Dee Jay 94.6","Greece","slug-rewrite","old=xanthi-dee-jay-946 → new=xanthi-dee-jay-94-6","xanthi-dee-jay-94-6","en|el"
"wyxr-1","WYXR","The United States Of America","slug-rewrite+mark-noindex","old=wyxr-1 → new=wyxr-1 ; junk:duplicate-of:wyxr","wyxr-1","en|es"
"wvor-sunny1023","WVOR Sunny102.3","The United States Of America","slug-rewrite","old=wvor-sunny1023 → new=wvor-sunny102-3","wvor-sunny102-3","en|es"
"wxna-1015-nashville-tn-low-power-high-voltage","WXNA 101.5 Nashville, TN 'Low Power, High Voltage'","The United States Of America","slug-rewrite","old=wxna-1015-nashville-tn-low-power-high-voltage → new=wxna-101-5-nashville-tn-low-power-high-voltage","wxna-101-5-nashville-tn-low-power-high-voltage","en|es"
"wzad-973-943-1055-the-wolf","WZAD 97.3 94.3 105.5 The Wolf","The United States Of America","slug-rewrite","old=wzad-973-943-1055-the-wolf → new=wzad-97-3-94-3-105-5-the-wolf","wzad-97-3-94-3-105-5-the-wolf","en|es"
"wzbt-911-gettysburg-college-pa","WZBT 91.1 Gettysburg College, PA","The United States Of America","slug-rewrite","old=wzbt-911-gettysburg-college-pa → new=wzbt-91-1-gettysburg-college-pa","wzbt-91-1-gettysburg-college-pa","en|es"
"xfm-1007-davao-region","XFM 100.7 DAVAO REGION","The Philippines","slug-rewrite","old=xfm-1007-davao-region → new=xfm-100-7-davao-region","xfm-100-7-davao-region","en"
"wwov-1011-fm","WWOV 101.1 FM","The United States Of America","slug-rewrite+mark-noindex","old=wwov-1011-fm → new=wwov-101-1-fm-1 ; junk:duplicate-of:wwov-101-1-fm","wwov-101-1-fm-1","en|es"
"wysu-885-all-classical","WYSU 88.5 All Classical","The United States Of America","slug-rewrite","old=wysu-885-all-classical → new=wysu-88-5-all-classical","wysu-88-5-all-classical","en|es"
"wyvn-van-927-saugatuck-mi","WYVN 'VAN 92.7' Saugatuck, MI","The United States Of America","slug-rewrite","old=wyvn-van-927-saugatuck-mi → new=wyvn-van-92-7-saugatuck-mi","wyvn-van-92-7-saugatuck-mi","en|es"
"wvst-913fm","WVST-91.3FM","The United States Of America","slug-rewrite","old=wvst-913fm → new=wvst-91-3fm","wvst-91-3fm","en|es"
"wxpm-985-fm","WXPM 98.5 FM","The United States Of America","slug-rewrite+mark-noindex","old=wxpm-985-fm → new=wxpm-98-5-fm-1 ; junk:duplicate-of:wxpm-98-5-fm","wxpm-98-5-fm-1","en|es"
"wyso-913-yellow-springs-oh","WYSO 91.3 Yellow Springs, OH","The United States Of America","slug-rewrite","old=wyso-913-yellow-springs-oh → new=wyso-91-3-yellow-springs-oh","wyso-91-3-yellow-springs-oh","en|es"
"wvrswvrx-9011049","WVRS/WVRX - 90.1/104.9","The United States Of America","slug-rewrite","old=wvrswvrx-9011049 → new=wvrs-wvrx-90-1-104-9","wvrs-wvrx-90-1-104-9","en|es"
"x-radio-7","X-Radio","The United States Of America","slug-rewrite+mark-noindex","old=x-radio-7 → new=x-radio-5 ; junk:duplicate-of:x-radio","x-radio-5","en|es"
"wvum-the-voice-905-fm-university-of-miami","WVUM The Voice - 90.5 FM - University of Miami","The United States Of America","slug-rewrite","old=wvum-the-voice-905-fm-university-of-miami → new=wvum-the-voice-90-5-fm-university-of-miami","wvum-the-voice-90-5-fm-university-of-miami","en|es"
"yes-fm-boracay-1","Yes FM Boracay","The Philippines","slug-rewrite+mark-noindex","old=yes-fm-boracay-1 → new=yes-fm-boracay-1 ; junk:duplicate-of:yes-fm-boracay","yes-fm-boracay-1","en"
"yesfm-toledooh-897","Yes.fm (Toledo,oh) 89.7","The United States Of America","slug-rewrite","old=yesfm-toledooh-897 → new=yes-fm-toledo-oh-89-7","yes-fm-toledo-oh-89-7","en|es"
"yesterday-1065","Yesterday 106.5","Thailand","slug-rewrite","old=yesterday-1065 → new=yesterday-106-5","yesterday-106-5","en|th"
"yle-radio-suomi-helsinki-1","Yle Radio Suomi, Helsinki","Finland","slug-rewrite+mark-noindex","old=yle-radio-suomi-helsinki-1 → new=yle-radio-suomi-helsinki-1 ; junk:duplicate-of:yle-radio-suomi-helsinki","yle-radio-suomi-helsinki-1","en|fi|sv"
"yle-radio-suomi-jyvskyl","YLE radio Suomi, Jyväskylä","Finland","slug-rewrite","old=yle-radio-suomi-jyvskyl → new=yle-radio-suomi-jyvaskyla","yle-radio-suomi-jyvaskyla","en|fi|sv"
"yesfm-worship","Yes.fm Worship","The United States Of America","slug-rewrite","old=yesfm-worship → new=yes-fm-worship","yes-fm-worship","en|es"
"yacht-rock-miami-1","Yacht Rock Miami","The United States Of America","slug-rewrite+mark-noindex","old=yacht-rock-miami-1 → new=yacht-rock-miami-1 ; junk:duplicate-of:yacht-rock-miami","yacht-rock-miami-1","en|es"
"xhqk-fm-985-la-comadre-san-luis-potosi-sl","XHQK-FM 98.5 'La Comadre' San Luis Potosi, SL","Mexico","slug-rewrite","old=xhqk-fm-985-la-comadre-san-luis-potosi-sl → new=xhqk-fm-98-5-la-comadre-san-luis-potosi-sl","xhqk-fm-98-5-la-comadre-san-luis-potosi-sl","en|es"
"yes-912","Yes! 91.2","Greece","slug-rewrite","old=yes-912 → new=yes-91-2","yes-91-2","en|el"
"xfm-bacolod-1","XFM BACOLOD","The Philippines","slug-rewrite+mark-noindex","old=xfm-bacolod-1 → new=xfm-bacolod-1 ; junk:duplicate-of:xfm-bacolod","xfm-bacolod-1","en"
"xfm-965-kalibo","XFM 96.5 KALIBO","The Philippines","slug-rewrite","old=xfm-965-kalibo → new=xfm-96-5-kalibo","xfm-96-5-kalibo","en"
"yle-vega-boland","Yle Vega Åboland","Finland","slug-rewrite+mark-noindex","old=yle-vega-boland → new=yle-vega-aboland-1 ; junk:duplicate-of:yle-vega-aboland","yle-vega-aboland-1","en|fi|sv"
"yle-radio-vega-stnyland","Yle radio Vega Östnyland","Finland","slug-rewrite","old=yle-radio-vega-stnyland → new=yle-radio-vega-ostnyland","yle-radio-vega-ostnyland","en|fi|sv"
"xluk-radio-1","XL:UK Radio","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=xluk-radio-1 → new=xl-uk-radio","xl-uk-radio","en"
"yes-fm-cebu-1","Yes FM Cebu","The Philippines","slug-rewrite+mark-noindex","old=yes-fm-cebu-1 → new=yes-fm-cebu-1 ; junk:duplicate-of:yes-fm-cebu","yes-fm-cebu-1","en"
"xpression-fm-bollywood-1","Xpression Fm bollywood","India","slug-rewrite","old=xpression-fm-bollywood-1 → new=xpression-fm-bollywood","xpression-fm-bollywood","en|hi|ta|te|bn|mr|gu|ur"
"yes-1017-fm","YES 101.7 FM","Nigeria","slug-rewrite","old=yes-1017-fm → new=yes-101-7-fm","yes-101-7-fm","en"
"yeni-radyo-nostaljinin-sesi-1","Yeni Radyo Nostaljinin Sesi","Türkiye","slug-rewrite+mark-noindex","old=yeni-radyo-nostaljinin-sesi-1 → new=yeni-radyo-nostaljinin-sesi-1 ; junk:duplicate-of:yeni-radyo-nostaljinin-sesi","yeni-radyo-nostaljinin-sesi-1","en|tr"
"xhcp-fm-super-estelar-1079-piedras-negras-co","XHCP-FM 'Super Estelar 107.9' Piedras Negras, CO","Mexico","slug-rewrite","old=xhcp-fm-super-estelar-1079-piedras-negras-co → new=xhcp-fm-super-estelar-107-9-piedras-negras-co","xhcp-fm-super-estelar-107-9-piedras-negras-co","en|es"
"yes-fm-cauayan-1","Yes FM Cauayan","The Philippines","slug-rewrite+mark-noindex","old=yes-fm-cauayan-1 → new=yes-fm-cauayan-1 ; junk:duplicate-of:yes-fm-cauayan","yes-fm-cauayan-1","en"
"xhrs-fm-901-radio-disney-puebla-pu","XHRS-FM 90.1 'Radio Disney' Puebla, PU","Mexico","slug-rewrite","old=xhrs-fm-901-radio-disney-puebla-pu → new=xhrs-fm-90-1-radio-disney-puebla-pu","xhrs-fm-90-1-radio-disney-puebla-pu","en|es"
"xhson-beat-1009-fm-mexico-city-df","XHSON 'Beat' 100.9 FM Mexico City, DF","Mexico","slug-rewrite","old=xhson-beat-1009-fm-mexico-city-df → new=xhson-beat-100-9-fm-mexico-city-df","xhson-beat-100-9-fm-mexico-city-df","en|es"
"xhuia-fm-hd2-ibero-9092-universidad-iberoamericana-ciudad-de-mxico","XHUIA-FM-HD2 Ibero 90.9.2, Universidad Iberoamericana, Ciudad de México","Mexico","slug-rewrite","old=xhuia-fm-hd2-ibero-9092-universidad-iberoamericana-ciudad-de-mxico → new=xhuia-fm-hd2-ibero-90-9-2-universidad-iberoamericana-ciudad-de-mexico","xhuia-fm-hd2-ibero-90-9-2-universidad-iberoamericana-ciudad-de-mexico","en|es"
"yle-klassinen-1","Yle Klassinen","Finland","slug-rewrite+mark-noindex","old=yle-klassinen-1 → new=yle-klassinen-1 ; junk:duplicate-of:yle-klassinen","yle-klassinen-1","en|fi|sv"
"xhglx-exa-fm-917-fm-tijuana-bn","XHGLX 'Exa FM' 91.7 FM Tijuana, BN","Mexico","slug-rewrite","old=xhglx-exa-fm-917-fm-tijuana-bn → new=xhglx-exa-fm-91-7-fm-tijuana-bn","xhglx-exa-fm-91-7-fm-tijuana-bn","en|es"
"xhrh-fm-amor-1033-puebla-pu","XHRH-FM 'Amor 103.3' Puebla, PU","Mexico","slug-rewrite","old=xhrh-fm-amor-1033-puebla-pu → new=xhrh-fm-amor-103-3-puebla-pu","xhrh-fm-amor-103-3-puebla-pu","en|es"
"xhta-fm-dinamica-945-piedras-negras-co","XHTA-FM 'Dinamica 94.5' Piedras Negras, CO","Mexico","slug-rewrite","old=xhta-fm-dinamica-945-piedras-negras-co → new=xhta-fm-dinamica-94-5-piedras-negras-co","xhta-fm-dinamica-94-5-piedras-negras-co","en|es"
"xiberoko-botza-1","Xiberoko Botza","France","slug-rewrite+mark-noindex","old=xiberoko-botza-1 → new=xiberoko-botza-1 ; junk:duplicate-of:xiberoko-botza","xiberoko-botza-1","en|fr|ar"
"yellow-radio-1017-thessaloniki-greece","Yellow Radio 101.7 - Thessaloniki - Greece","Greece","slug-rewrite","old=yellow-radio-1017-thessaloniki-greece → new=yellow-radio-101-7-thessaloniki-greece","yellow-radio-101-7-thessaloniki-greece","en|el"
"yle-radio-suomi-etel-pohjanmaa","Yle radio Suomi Etelä-pohjanmaa","Finland","slug-rewrite","old=yle-radio-suomi-etel-pohjanmaa → new=yle-radio-suomi-etela-pohjanmaa","yle-radio-suomi-etela-pohjanmaa","en|fi|sv"
"xmas-love-975","Xmas Love 97.5","Greece","slug-rewrite","old=xmas-love-975 → new=xmas-love-97-5","xmas-love-97-5","en|el"
"xrayfm-1","XRAY.FM","The United States Of America","slug-rewrite","old=xrayfm-1 → new=xray-fm","xray-fm","en|es"
"xfm-995-manila","XFM 99.5 Manila","The Philippines","slug-rewrite","old=xfm-995-manila → new=xfm-99-5-manila","xfm-99-5-manila","en"
"xhme-fm-895-radio-disney-puerto-vallarta-ja","XHME-FM 89.5 'Radio Disney' Puerto Vallarta, JA","Mexico","slug-rewrite","old=xhme-fm-895-radio-disney-puerto-vallarta-ja → new=xhme-fm-89-5-radio-disney-puerto-vallarta-ja","xhme-fm-89-5-radio-disney-puerto-vallarta-ja","en|es"
"xhcli-fm-la-comadre-985-culiacan-si","XHCLI-FM 'La Comadre 98.5' Culiacan, SI","Mexico","slug-rewrite","old=xhcli-fm-la-comadre-985-culiacan-si → new=xhcli-fm-la-comadre-98-5-culiacan-si","xhcli-fm-la-comadre-98-5-culiacan-si","en|es"
"xhtim-la-mejor-907-fm-tijuana-bn","XHTIM 'La Mejor' 90.7 FM Tijuana, BN","Mexico","slug-rewrite","old=xhtim-la-mejor-907-fm-tijuana-bn → new=xhtim-la-mejor-90-7-fm-tijuana-bn","xhtim-la-mejor-90-7-fm-tijuana-bn","en|es"
"yeikondemonio","YEIKON.DEMONIO","Colombia","slug-rewrite","old=yeikondemonio → new=yeikon-demonio","yeikon-demonio","en|es"
"xhrc-fm-mix-917-puebla-pu","XHRC-FM 'Mix 91.7' Puebla, PU","Mexico","slug-rewrite","old=xhrc-fm-mix-917-puebla-pu → new=xhrc-fm-mix-91-7-puebla-pu","xhrc-fm-mix-91-7-puebla-pu","en|es"
"xfm-948","XFM 94.8","Uganda","slug-rewrite","old=xfm-948 → new=xfm-94-8","xfm-94-8","en"
"xrdsfm","XRDS.fm","The United States Of America","slug-rewrite","old=xrdsfm → new=xrds-fm","xrds-fm","en|es"
"ya-fm-veracruz-1029-fm-xhts-fm-grupo-pazos-veracruz-ve","Ya! FM Veracruz - 102.9 FM - XHTS-FM - Grupo Pazos - Veracruz, VE","Mexico","slug-rewrite","old=ya-fm-veracruz-1029-fm-xhts-fm-grupo-pazos-veracruz-ve → new=ya-fm-veracruz-102-9-fm-xhts-fm-grupo-pazos-veracruz-ve","ya-fm-veracruz-102-9-fm-xhts-fm-grupo-pazos-veracruz-ve","en|es"
"yammat-fm-1","Yammat FM","Croatia","slug-rewrite+mark-noindex","old=yammat-fm-1 → new=yammat-fm-1 ; junk:duplicate-of:yammat-fm","yammat-fm-1","en|hr"
"xfm-981-bayugan-city-1","XFM 98.1 BAYUGAN CITY","The Philippines","slug-rewrite","old=xfm-981-bayugan-city-1 → new=xfm-98-1-bayugan-city","xfm-98-1-bayugan-city","en"
